lat,rmse
32-33,0.11913748252351412
33-34,0.09988634087600472
34-35,0.07232152864303763
35-36,0.05770589780136571
36-37,0.0759118821010681
37-38,0.11514187996178203
38-39,0.09037032475586425
39-40,0.07543811982096953
40-41,0.06243746765966886
41-42,0.09040092727717777
