epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,326.87255859375,
0,99,,318.07080078125,
0,149,,318.6294860839844,
0,199,,317.61907958984375,
0,249,,320.15185546875,
0,299,,308.6888732910156,
0,349,,332.33941650390625,
0,399,,337.7445068359375,
0,449,,308.6556396484375,
0,499,,330.97900390625,
0,549,,309.759521484375,
0,599,,310.89813232421875,
0,649,,314.57489013671875,
0,699,,315.8305969238281,
0,749,,310.157470703125,
0,799,,328.91668701171875,
0,849,,317.0597229003906,
0,899,,305.3595275878906,
0,949,,327.21173095703125,
0,999,,348.2908935546875,
0,1049,,343.1015319824219,
0,1099,,323.0662841796875,
0,1149,,332.2748107910156,
0,1199,,306.5764465332031,
0,1249,,340.4403381347656,
0,1299,,323.2315673828125,
0,1349,,319.163330078125,
0,1399,,326.2647705078125,
0,1449,,328.52099609375,
0,1499,,304.590576171875,
0,1549,,330.03338623046875,
0,1599,,321.6206970214844,
0,1649,,327.2497863769531,
0,1699,,319.48919677734375,
0,1749,,312.91748046875,
0,1799,,316.5238952636719,
0,1849,,303.94525146484375,
0,1899,,303.1173400878906,
0,1949,,311.94183349609375,
0,1999,,316.62518310546875,
0,2049,,313.44549560546875,
0,2099,,319.6839599609375,
0,2149,,334.82232666015625,
0,2199,,327.9707336425781,
0,2249,,315.9345703125,
0,2299,,323.66552734375,
0,2349,,326.31005859375,
0,2399,,327.5999755859375,
0,2449,,324.509765625,
0,2499,,322.3267517089844,
0,2549,,309.82928466796875,
0,2599,,321.55743408203125,
0,2649,,331.4085693359375,
0,2699,,319.97222900390625,
0,2749,,329.0666198730469,
0,2799,,295.97479248046875,
0,2849,,320.0058898925781,
0,2899,,333.4456787109375,
0,2949,,329.107666015625,
0,2999,,338.6697692871094,
0,3049,,320.0375671386719,
0,3099,,334.4755554199219,
0,3149,,313.5775451660156,
0,3199,,328.51092529296875,
0,3249,,320.27154541015625,
0,3299,,315.18963623046875,
0,3349,,328.96588134765625,
0,3399,,338.82293701171875,
0,3449,,318.08770751953125,
0,3499,,327.2655029296875,
0,3549,,341.1741638183594,
0,3599,,318.23651123046875,
0,3649,,320.07476806640625,
0,3699,,315.9649963378906,
0,3749,,337.22149658203125,
0,3766,,,194.3466033935547
0,3766,322.8730163574219,,
1,3799,,329.06243896484375,
1,3849,,317.24005126953125,
1,3899,,310.06402587890625,
1,3949,,319.5970153808594,
1,3999,,343.6070251464844,
1,4049,,316.41424560546875,
1,4099,,304.57586669921875,
1,4149,,319.8241271972656,
1,4199,,316.0351257324219,
1,4249,,301.41607666015625,
1,4299,,334.9727783203125,
1,4349,,311.50970458984375,
1,4399,,315.028076171875,
1,4449,,322.55364990234375,
1,4499,,322.87908935546875,
1,4549,,339.9608154296875,
1,4599,,327.46331787109375,
1,4649,,349.74749755859375,
1,4699,,325.2925109863281,
1,4749,,327.63134765625,
1,4799,,322.359619140625,
1,4849,,321.2607116699219,
1,4899,,321.9903564453125,
1,4949,,328.59442138671875,
1,4999,,313.4072265625,
1,5049,,324.85955810546875,
1,5099,,328.0638732910156,
1,5149,,334.75128173828125,
1,5199,,316.035888671875,
1,5249,,313.936767578125,
1,5299,,318.2555847167969,
1,5349,,319.978515625,
1,5399,,338.259521484375,
1,5449,,317.8624267578125,
1,5499,,319.82086181640625,
1,5549,,337.25469970703125,
1,5599,,313.4364013671875,
1,5649,,322.5433349609375,
1,5699,,319.5228271484375,
1,5749,,319.11102294921875,
1,5799,,322.5114440917969,
1,5849,,314.2923889160156,
1,5899,,318.0523986816406,
1,5949,,322.706787109375,
1,5999,,306.710693359375,
1,6049,,307.24798583984375,
1,6099,,330.0960998535156,
1,6149,,329.457275390625,
1,6199,,329.6366271972656,
1,6249,,311.21142578125,
1,6299,,333.74261474609375,
1,6349,,319.046630859375,
1,6399,,343.8125,
1,6449,,295.5288391113281,
1,6499,,338.8756408691406,
1,6549,,318.11029052734375,
1,6599,,317.0179748535156,
1,6649,,311.7488098144531,
1,6699,,317.653564453125,
1,6749,,327.1703796386719,
1,6799,,334.3983154296875,
1,6849,,332.1210021972656,
1,6899,,324.7869873046875,
1,6949,,350.9698181152344,
1,6999,,317.3892822265625,
1,7049,,327.1254577636719,
1,7099,,310.941162109375,
1,7149,,302.3128662109375,
1,7199,,337.60882568359375,
1,7249,,337.64453125,
