month,rmse,bias
1,2.7063920228266047,-0.4013625681400299
2,3.5085974411912084,-0.6736781001091003
3,6.351004825898339,-2.2471420764923096
4,8.384496059389727,-3.353489875793457
5,8.557233764180117,-3.271336317062378
6,8.363004834000494,-3.066828489303589
7,7.245898171636192,-2.2177109718322754
8,7.216900477098038,-2.262051582336426
9,7.051243817063468,-2.5951874256134033
10,6.502122972492451,-2.1300930976867676
11,5.417796951133453,-1.4063982963562012
12,3.8008468637948365,-0.5697898268699646
