lat,rmse
32-33,1.3611290237433145
33-34,1.2150394490591985
34-35,0.9703420355044152
35-36,0.9943901003800552
36-37,1.2931153827971515
37-38,1.4121035500560617
38-39,1.232867418813733
39-40,1.112942935334144
40-41,1.0891239428051533
41-42,1.3164049822068264
