epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
1,,5649,,337.2752990722656,
1,,5699,,298.8277587890625,
1,,5749,,310.8197326660156,
1,,5799,,330.6909484863281,
1,,5849,,330.519775390625,
1,,5899,,320.3998718261719,
1,,5949,,336.6536865234375,
1,,5999,,322.28448486328125,
1,,6049,,319.73626708984375,
1,,6099,,313.02362060546875,
1,,6149,,302.5597229003906,
1,,6199,,324.0619812011719,
1,,6249,,326.2151184082031,
1,,6299,,304.71844482421875,
1,,6349,,301.9879150390625,
1,,6399,,318.63232421875,
1,,6449,,317.5205993652344,
1,,6499,,315.1961669921875,
1,,6549,,341.22357177734375,
1,,6599,,314.3197937011719,
1,,6649,,329.2874450683594,
1,,6699,,321.45501708984375,
1,,6749,,312.40985107421875,
1,,6799,,320.2408447265625,
1,,6849,,322.12646484375,
1,,6899,,336.2461853027344,
1,,6949,,325.2354431152344,
1,,6999,,322.90704345703125,
1,,7049,,317.51019287109375,
1,,7099,,316.90753173828125,
1,,7149,,334.4534606933594,
1,,7199,,335.552490234375,
1,,7249,,309.4191589355469,
1,,7299,,315.0553894042969,
1,,7349,,301.88568115234375,
1,,7399,,301.76507568359375,
1,,7449,,324.71929931640625,
1,,7499,,329.4241943359375,
1,,7533,,,194.1437530517578
1,,7533,322.8050537109375,,
,0.001,7534,,,
2,,7549,,319.22698974609375,
2,,7599,,323.41986083984375,
2,,7649,,314.288818359375,
2,,7699,,316.79388427734375,
2,,7749,,314.9239501953125,
2,,7799,,331.6240539550781,
2,,7849,,319.3817138671875,
2,,7899,,325.52252197265625,
2,,7949,,305.81671142578125,
2,,7999,,333.50958251953125,
2,,8049,,334.20294189453125,
2,,8099,,330.51678466796875,
2,,8149,,311.418212890625,
2,,8199,,322.0391845703125,
2,,8249,,307.5871887207031,
2,,8299,,316.3984375,
2,,8349,,316.2510070800781,
2,,8399,,337.9961242675781,
2,,8449,,315.6590576171875,
2,,8499,,308.38922119140625,
2,,8549,,324.75311279296875,
2,,8599,,332.693115234375,
2,,8649,,330.0714416503906,
2,,8699,,325.260986328125,
2,,8749,,335.8263854980469,
2,,8799,,317.5404968261719,
2,,8849,,325.130859375,
2,,8899,,355.3675537109375,
2,,8949,,331.09222412109375,
2,,8999,,324.06341552734375,
2,,9049,,322.81744384765625,
2,,9099,,317.6231689453125,
2,,9149,,314.13690185546875,
2,,9199,,322.3050842285156,
2,,9249,,326.9627380371094,
2,,9299,,318.4601745605469,
2,,9349,,323.2954406738281,
2,,9399,,330.79461669921875,
2,,9449,,315.958984375,
2,,9499,,322.57537841796875,
2,,9549,,313.05816650390625,
2,,9599,,313.39215087890625,
2,,9649,,311.95111083984375,
2,,9699,,313.7254638671875,
2,,9749,,314.77667236328125,
2,,9799,,342.24200439453125,
2,,9849,,309.6023254394531,
2,,9899,,317.3997802734375,
2,,9949,,333.2576599121094,
2,,9999,,331.4298400878906,
2,,10049,,320.1907958984375,
2,,10099,,329.716796875,
2,,10149,,323.05889892578125,
2,,10199,,312.7362365722656,
2,,10249,,332.7223815917969,
2,,10299,,320.53399658203125,
2,,10349,,330.6110534667969,
2,,10399,,306.7000427246094,
2,,10449,,313.4066162109375,
2,,10499,,325.22467041015625,
2,,10549,,318.038818359375,
2,,10599,,319.7616882324219,
2,,10649,,329.265380859375,
2,,10699,,333.58551025390625,
2,,10749,,329.47796630859375,
2,,10799,,328.67218017578125,
2,,10849,,325.3937683105469,
2,,10899,,345.642578125,
2,,10949,,334.56134033203125,
2,,10999,,334.43145751953125,
2,,11049,,332.4650573730469,
2,,11099,,327.8255310058594,
2,,11149,,325.4534912109375,
2,,11199,,312.8766784667969,
2,,11249,,322.81134033203125,
2,,11299,,294.3199462890625,
2,,11300,,,193.61117553710938
2,,11300,322.8150634765625,,
,0.001,11301,,,
3,,11349,,313.8865051269531,
3,,11399,,330.4475402832031,
3,,11449,,341.48284912109375,
3,,11499,,326.662109375,
3,,11549,,317.47247314453125,
3,,11599,,317.78033447265625,
3,,11649,,318.57537841796875,
3,,11699,,332.75885009765625,
3,,11749,,326.37750244140625,
3,,11799,,312.2383728027344,
3,,11849,,313.8370361328125,
3,,11899,,306.5723876953125,
3,,11949,,312.21380615234375,
3,,11999,,324.6231994628906,
3,,12049,,316.9217529296875,
3,,12099,,334.4886474609375,
3,,12149,,321.29144287109375,
3,,12199,,301.73760986328125,
3,,12249,,306.55035400390625,
3,,12299,,308.79437255859375,
3,,12349,,313.1051025390625,
3,,12399,,341.2599182128906,
3,,12449,,311.6658935546875,
3,,12499,,325.79949951171875,
3,,12549,,341.2466125488281,
3,,12599,,322.47076416015625,
3,,12649,,341.3855895996094,
3,,12699,,319.4910888671875,
3,,12749,,312.5237731933594,
3,,12799,,323.6626281738281,
3,,12849,,315.5769348144531,
3,,12899,,323.7311096191406,
3,,12949,,345.15802001953125,
3,,12999,,333.38409423828125,
3,,13049,,326.2837219238281,
3,,13099,,325.18975830078125,
3,,13149,,309.798583984375,
3,,13199,,305.1141052246094,
3,,13249,,318.72802734375,
3,,13299,,325.63677978515625,
3,,13349,,319.1256103515625,
3,,13399,,322.9803771972656,
3,,13449,,326.9493103027344,
3,,13499,,322.9920959472656,
3,,13549,,315.42205810546875,
3,,13599,,304.16357421875,
3,,13649,,354.8695068359375,
3,,13699,,322.7762451171875,
3,,13749,,313.2903137207031,
3,,13799,,330.233154296875,
3,,13849,,329.91693115234375,
3,,13899,,322.0164489746094,
3,,13949,,306.695556640625,
3,,13999,,328.5168762207031,
3,,14049,,322.5238037109375,
3,,14099,,326.9615783691406,
3,,14149,,315.1401062011719,
3,,14199,,307.88134765625,
3,,14249,,302.6617431640625,
3,,14299,,336.951416015625,
3,,14349,,323.1304626464844,
3,,14399,,322.57989501953125,
3,,14449,,329.1249084472656,
3,,14499,,325.23175048828125,
3,,14549,,301.95013427734375,
3,,14599,,316.6314392089844,
3,,14649,,337.06451416015625,
3,,14699,,312.1172180175781,
3,,14749,,313.61517333984375,
3,,14799,,339.8631591796875,
3,,14849,,333.3758850097656,
3,,14899,,331.96844482421875,
3,,14949,,325.30657958984375,
3,,14999,,334.35595703125,
3,,15049,,335.5659484863281,
3,,15067,,,193.5742950439453
3,,15067,322.79754638671875,,
,0.001,15068,,,
4,,15099,,310.2576904296875,
4,,15149,,324.49114990234375,
4,,15199,,313.2806701660156,
4,,15249,,336.7313232421875,
4,,15299,,324.24774169921875,
4,,15349,,308.3438415527344,
4,,15399,,315.29046630859375,
4,,15449,,341.51458740234375,
4,,15499,,314.5533447265625,
4,,15549,,307.5755920410156,
4,,15599,,317.6387939453125,
4,,15649,,308.67620849609375,
4,,15699,,331.84600830078125,
4,,15749,,330.8603515625,
4,,15799,,319.39239501953125,
4,,15849,,326.2579345703125,
4,,15899,,327.7381896972656,
4,,15949,,319.87261962890625,
4,,15999,,326.4075622558594,
4,,16049,,319.16534423828125,
4,,16099,,323.86126708984375,
4,,16149,,318.96533203125,
4,,16199,,334.44659423828125,
4,,16249,,317.36865234375,
4,,16299,,298.0516357421875,
4,,16349,,309.752685546875,
4,,16399,,340.82861328125,
4,,16449,,317.38348388671875,
4,,16499,,319.83905029296875,
4,,16549,,321.3257751464844,
4,,16599,,310.96148681640625,
4,,16649,,326.1253967285156,
4,,16699,,321.5649108886719,
4,,16749,,332.6334533691406,
4,,16799,,329.8096923828125,
4,,16849,,304.34027099609375,
4,,16899,,304.37890625,
4,,16949,,320.1873779296875,
4,,16999,,314.3135986328125,
4,,17049,,332.7256774902344,
4,,17099,,339.3701171875,
4,,17149,,324.4788818359375,
4,,17199,,326.4197692871094,
4,,17249,,317.48724365234375,
4,,17299,,325.60064697265625,
4,,17349,,321.29962158203125,
4,,17399,,324.6850280761719,
4,,17449,,317.7571105957031,
4,,17499,,321.8544616699219,
4,,17549,,305.52752685546875,
4,,17599,,340.8497314453125,
4,,17649,,301.9014892578125,
4,,17699,,317.53326416015625,
4,,17749,,320.99859619140625,
4,,17799,,305.0869140625,
4,,17849,,314.33807373046875,
4,,17899,,317.0989074707031,
4,,17949,,312.28631591796875,
4,,17999,,308.9237365722656,
4,,18049,,330.0990905761719,
