month,rmse,bias
1,2.471022899575609,0.036565929651260376
2,3.2571580261460444,-0.04469745606184006
3,6.160194953211486,-0.36459529399871826
4,8.577842610475995,0.17417196929454803
5,9.072409217445445,0.5802360773086548
6,8.513084662660933,0.49627742171287537
7,7.173146120674992,0.6527766585350037
8,6.757239803677556,0.07664217054843903
9,6.753761938615125,0.3546014726161957
10,6.188952034780877,0.3010309636592865
11,5.341298037151614,0.46311670541763306
12,4.015782453366785,0.2476402074098587
