lat,rmse
32-33,0.6463497978347648
33-34,0.7091038710931122
34-35,0.8819581007379925
35-36,0.9522840823851609
36-37,1.0252701170816654
37-38,0.8682472008973884
38-39,1.1550612137826912
39-40,1.0848795725531264
40-41,0.9156721565159314
41-42,1.0208649662851732
