space,RMSE,MAE,Bias,Pearson_r,Spearman_rho,NSE,KGE
linear,6.49363514245151,2.7171919345855713,0.24378415942192078,0.5072328448295593,0.7480757358822614,-0.09313344955444336,0.49314868450164795
log,0.8927370092770892,0.626474916934967,1.086573888642306e-07,0.7373546361923218,0.7480757358733178,0.44561445713043213,0.7325385212898254
