lat,rmse
32-33,0.8053918367029471
33-34,0.804733386166578
34-35,0.9672890691471052
35-36,1.057011565640493
36-37,1.1138125038804125
37-38,1.006086897811151
38-39,1.227147345608449
39-40,1.1942839841233666
40-41,1.0472924837668631
41-42,1.0958380250624868
