month,rmse,bias
1,2.7083719299696196,1.1608226299285889
2,3.391086248148639,1.2399427890777588
3,5.880008591626177,1.3880232572555542
4,8.93663692975483,2.4963321685791016
5,9.88279899023286,3.1682698726654053
6,9.725601185551984,3.159597873687744
7,8.588849810332762,2.8717565536499023
8,7.639219439512098,2.1421096324920654
9,8.293128825586482,2.7160580158233643
10,7.1214181027852685,2.388964891433716
11,5.989343398443808,2.0648903846740723
12,4.149609071634061,1.4192016124725342
