space,RMSE,MAE,Bias,Pearson_r,Spearman_rho,NSE,KGE
linear,7.230918503451996,3.598259687423706,2.17598557472229,0.5655854344367981,0.7780737787330594,-0.35545265674591064,0.1985285590686593
log,0.9945089261290673,0.790259599685669,0.6089609265327454,0.7767825126647949,0.7780737787359527,0.31200993061065674,-0.18412273578669303
