bin_mid,obs_freq
0.05,
0.15000000000000002,0.02197026192034334
0.25,0.12640176547489115
0.35000000000000003,0.21793286141592766
0.45,0.31525619565378404
0.55,0.40669818754925136
0.6500000000000001,0.5364918145195852
0.7500000000000001,0.6329078198949243
0.8500000000000001,0.6614635447935427
0.9500000000000001,0.7427041997354498
