space,RMSE,MAE,Bias,Pearson_r,Spearman_rho,NSE,KGE
linear,12.759442591435592,7.391063213348389,5.682183742523193,0.4502115249633789,0.6127195255712662,-4.0101141929626465,-1.1629283428192139
log,1.8983688057574841,1.681807494909083,1.0596881869740482e-07,0.5826630819031302,0.6127195255712662,-1.519220300551802,-0.03397593615918715
