space,RMSE,MAE,Bias,Pearson_r,Spearman_rho,NSE,KGE
linear,5.118773050221396,2.200955390930176,-0.5953968167304993,0.575584352016449,0.7738339223987971,0.32075071334838867,0.4023669377325304
log,0.7927167520230591,0.5809460282325745,-2.0158921643087524e-07,0.7717781662940979,0.7738339223348035,0.5628797709941864,0.7669439579033632
