rmse_log	mae_log	rmse_lin	r2	roc_auc	pr_auc	thr	tp	fp	tn	fn
0.24514651028144765	0.1761380285024643	0.7585167537342901	0.6424098610877991	0.9292995398331236	0.42299022227712146	0.49739835	7105	12852	184894	3101
