bin_mid,obs_freq
0.05,
0.15000000000000002,0.022704873488260707
0.25,0.12185598005426414
0.35000000000000003,0.2336266902740891
0.45,0.34632775802274024
0.55,0.46608414854212177
0.6500000000000001,0.577536543422184
0.7500000000000001,0.6533221351250467
0.8500000000000001,0.6754107881809162
0.9500000000000001,0.756346341875596
